scheme,best_tag,mean_accuracy,mean_macro_f1,mean_ece,mean_nll,num_cells,required_cells,selection_mode,selection_rule
A,A_sig-per_token_pstd-0.02_kl-1e-4_nmc-3,92.43627190589905,91.7014165714611,1.9326652172892285,0.25246524562438327,3,3,complete,accuracy_mean desc > macro_f1_mean desc > ece_mean asc > nll_mean asc > tag asc
B,B_sig-global_pstd-0.05_kl-1e-3_blend-0.5_scale-0.02_nmc-3,92.56133039792378,91.8872572046486,1.8497430171207412,0.25222660849491746,3,3,complete,accuracy_mean desc > macro_f1_mean desc > ece_mean asc > nll_mean asc > tag asc
C,C_sig-row_pmode-self_proj_rep_pstd-0.01_kl-1e-6_nmc-5,92.9824948310852,92.30085169758682,1.762717472690501,0.24403130511442817,3,3,complete,accuracy_mean desc > macro_f1_mean desc > ece_mean asc > nll_mean asc > tag asc
