group,n,offdiag_mean,offdiag_std,offdiag_min,offdiag_q25,offdiag_median,offdiag_q75,offdiag_max,frac_negative
T_rho,20,-0.0050638699904084206,0.24341440200805664,-0.546264111995697,-0.1915719211101532,-0.01562846079468727,0.19281691312789917,0.5385896563529968,0.5052631578947369
R_rho,20,0.007967003621160984,0.07643139362335205,-0.2341262847185135,-0.043290216475725174,0.01193653978407383,0.05879095196723938,0.18346750736236572,0.4368421052631579
representation_learner,20,0.6825751066207886,0.07175756245851517,0.4744890332221985,0.641371488571167,0.6868847608566284,0.7331112027168274,0.8395241498947144,0.0
R_mean,20,0.774456799030304,0.12207738310098648,0.4233464002609253,0.7014803290367126,0.7755957841873169,0.8715366721153259,0.9862597584724426,0.0
