scheme,best_tag,mean_accuracy,mean_macro_f1,mean_ece,mean_nll,num_cells,required_cells,selection_mode,selection_rule
A,A_sig-per_token_pstd-0.02_kl-1e-4,92.61311093966167,91.90863557778061,1.711905054202604,0.2521594117085139,3,3,complete,accuracy_mean desc > macro_f1_mean desc > ece_mean asc > nll_mean asc > tag asc
B,B_sig-global_pstd-0.05_kl-1e-3_blend-0.5_scale-0.02,92.61358578999837,91.92311522262484,1.6923692728410764,0.2482640321056048,3,3,complete,accuracy_mean desc > macro_f1_mean desc > ece_mean asc > nll_mean asc > tag asc
C,C_sig-row_pmode-self_proj_rep_pstd-0.01_kl-1e-6,93.03524096806844,92.30323550431974,1.9381647667427944,0.24332848936319343,3,3,complete,accuracy_mean desc > macro_f1_mean desc > ece_mean asc > nll_mean asc > tag asc
