case_name,epoch,line
case_A,14,epoch [14/50] batch [20/50] time 0.215 (0.226) data 0.000 (0.011) loss 0.2019 (0.1923) acc 100.0000 (96.4062) data_term 0.1992 (0.1896) raw_kl_rep 16.6927 (16.4901) raw_kl_proj_rep 0.0000 (0.0000) kl_rep_term 0.0027 (0.0027) kl_proj_rep_term 0.0000 (0.0000) kl_term 0.0027 (0.0027) kl_normalizer 50.0000 (50.0000) kl_beta 0.1628 (0.1628) lr 8.6448e-04 eta 0:06:54
case_A,14,epoch [14/50] batch [40/50] time 0.213 (0.210) data 0.000 (0.006) loss 0.3926 (0.1957) acc 93.7500 (96.6406) data_term 0.3898 (0.1930) raw_kl_rep 17.1058 (16.6947) raw_kl_proj_rep 0.0000 (0.0000) kl_rep_term 0.0028 (0.0027) kl_proj_rep_term 0.0000 (0.0000) kl_term 0.0028 (0.0027) kl_normalizer 50.0000 (50.0000) kl_beta 0.1628 (0.1628) lr 8.6448e-04 eta 0:06:19
case_A,15,epoch [15/50] batch [20/50] time 0.218 (0.228) data 0.000 (0.012) loss 0.1914 (0.1917) acc 100.0000 (97.5000) data_term 0.1881 (0.1884) raw_kl_rep 17.8051 (17.5787) raw_kl_proj_rep 0.0000 (0.0000) kl_rep_term 0.0033 (0.0033) kl_proj_rep_term 0.0000 (0.0000) kl_term 0.0033 (0.0033) kl_normalizer 50.0000 (50.0000) kl_beta 0.1860 (0.1860) lr 8.4227e-04 eta 0:06:45
case_A,15,epoch [15/50] batch [40/50] time 0.220 (0.217) data 0.000 (0.006) loss 0.1032 (0.1798) acc 100.0000 (97.4219) data_term 0.0998 (0.1765) raw_kl_rep 18.1993 (17.7989) raw_kl_proj_rep 0.0000 (0.0000) kl_rep_term 0.0034 (0.0033) kl_proj_rep_term 0.0000 (0.0000) kl_term 0.0034 (0.0033) kl_normalizer 50.0000 (50.0000) kl_beta 0.1860 (0.1860) lr 8.4227e-04 eta 0:06:21
case_A,16,epoch [16/50] batch [20/50] time 0.218 (0.220) data 0.000 (0.011) loss 0.1877 (0.1925) acc 100.0000 (97.5000) data_term 0.1837 (0.1887) raw_kl_rep 18.7677 (18.5730) raw_kl_proj_rep 0.0000 (0.0000) kl_rep_term 0.0039 (0.0039) kl_proj_rep_term 0.0000 (0.0000) kl_term 0.0039 (0.0039) kl_normalizer 50.0000 (50.0000) kl_beta 0.2093 (0.2093) lr 8.1871e-04 eta 0:06:20
case_A,16,epoch [16/50] batch [40/50] time 0.215 (0.214) data 0.000 (0.005) loss 0.1216 (0.1956) acc 100.0000 (97.2656) data_term 0.1176 (0.1917) raw_kl_rep 19.1602 (18.7720) raw_kl_proj_rep 0.0000 (0.0000) kl_rep_term 0.0040 (0.0039) kl_proj_rep_term 0.0000 (0.0000) kl_term 0.0040 (0.0039) kl_normalizer 50.0000 (50.0000) kl_beta 0.2093 (0.2093) lr 8.1871e-04 eta 0:06:06
case_A,17,epoch [17/50] batch [20/50] time 0.217 (0.215) data 0.000 (0.010) loss 0.2144 (0.1647) acc 100.0000 (98.4375) data_term 0.2099 (0.1602) raw_kl_rep 19.6730 (19.5286) raw_kl_proj_rep 0.0000 (0.0000) kl_rep_term 0.0046 (0.0045) kl_proj_rep_term 0.0000 (0.0000) kl_term 0.0046 (0.0045) kl_normalizer 50.0000 (50.0000) kl_beta 0.2326 (0.2326) lr 7.9389e-04 eta 0:06:01
case_A,17,epoch [17/50] batch [40/50] time 0.219 (0.211) data 0.000 (0.005) loss 0.0932 (0.1722) acc 100.0000 (97.4219) data_term 0.0885 (0.1677) raw_kl_rep 19.9985 (19.6830) raw_kl_proj_rep 0.0000 (0.0000) kl_rep_term 0.0047 (0.0046) kl_proj_rep_term 0.0000 (0.0000) kl_term 0.0047 (0.0046) kl_normalizer 50.0000 (50.0000) kl_beta 0.2326 (0.2326) lr 7.9389e-04 eta 0:05:50
case_A,18,epoch [18/50] batch [20/50] time 0.218 (0.216) data 0.000 (0.011) loss 0.3239 (0.1604) acc 93.7500 (98.1250) data_term 0.3186 (0.1551) raw_kl_rep 20.6292 (20.4226) raw_kl_proj_rep 0.0000 (0.0000) kl_rep_term 0.0053 (0.0052) kl_proj_rep_term 0.0000 (0.0000) kl_term 0.0053 (0.0052) kl_normalizer 50.0000 (50.0000) kl_beta 0.2558 (0.2558) lr 7.6791e-04 eta 0:05:51
case_A,18,epoch [18/50] batch [40/50] time 0.218 (0.208) data 0.000 (0.006) loss 0.2625 (0.1674) acc 90.6250 (97.8906) data_term 0.2571 (0.1621) raw_kl_rep 21.0389 (20.6286) raw_kl_proj_rep 0.0000 (0.0000) kl_rep_term 0.0054 (0.0053) kl_proj_rep_term 0.0000 (0.0000) kl_term 0.0054 (0.0053) kl_normalizer 50.0000 (50.0000) kl_beta 0.2558 (0.2558) lr 7.6791e-04 eta 0:05:34
case_A,19,epoch [19/50] batch [20/50] time 0.136 (0.167) data 0.000 (0.011) loss 0.1359 (0.1942) acc 100.0000 (97.0312) data_term 0.1299 (0.1882) raw_kl_rep 21.5250 (21.3804) raw_kl_proj_rep 0.0000 (0.0000) kl_rep_term 0.0060 (0.0060) kl_proj_rep_term 0.0000 (0.0000) kl_term 0.0060 (0.0060) kl_normalizer 50.0000 (50.0000) kl_beta 0.2791 (0.2791) lr 7.4088e-04 eta 0:04:23
case_A,19,epoch [19/50] batch [40/50] time 0.242 (0.203) data 0.000 (0.005) loss 0.1958 (0.1761) acc 96.8750 (97.1875) data_term 0.1897 (0.1701) raw_kl_rep 21.8117 (21.5392) raw_kl_proj_rep 0.0000 (0.0000) kl_rep_term 0.0061 (0.0060) kl_proj_rep_term 0.0000 (0.0000) kl_term 0.0061 (0.0060) kl_normalizer 50.0000 (50.0000) kl_beta 0.2791 (0.2791) lr 7.4088e-04 eta 0:05:17
case_A,20,epoch [20/50] batch [20/50] time 0.257 (0.273) data 0.000 (0.016) loss 0.2434 (0.1435) acc 96.8750 (97.9688) data_term 0.2367 (0.1368) raw_kl_rep 22.1549 (22.0395) raw_kl_proj_rep 0.0000 (0.0000) kl_rep_term 0.0067 (0.0067) kl_proj_rep_term 0.0000 (0.0000) kl_term 0.0067 (0.0067) kl_normalizer 50.0000 (50.0000) kl_beta 0.3023 (0.3023) lr 7.1289e-04 eta 0:06:57
case_A,20,epoch [20/50] batch [40/50] time 0.238 (0.264) data 0.000 (0.008) loss 0.1993 (0.1495) acc 96.8750 (97.9688) data_term 0.1925 (0.1428) raw_kl_rep 22.3917 (22.1650) raw_kl_proj_rep 0.0000 (0.0000) kl_rep_term 0.0068 (0.0067) kl_proj_rep_term 0.0000 (0.0000) kl_term 0.0068 (0.0067) kl_normalizer 50.0000 (50.0000) kl_beta 0.3023 (0.3023) lr 7.1289e-04 eta 0:06:38
case_A,21,epoch [21/50] batch [20/50] time 0.257 (0.267) data 0.000 (0.011) loss 0.1983 (0.1637) acc 100.0000 (98.1250) data_term 0.1908 (0.1564) raw_kl_rep 22.7983 (22.6609) raw_kl_proj_rep 0.0000 (0.0000) kl_rep_term 0.0074 (0.0074) kl_proj_rep_term 0.0000 (0.0000) kl_term 0.0074 (0.0074) kl_normalizer 50.0000 (50.0000) kl_beta 0.3256 (0.3256) lr 6.8406e-04 eta 0:06:34
case_A,21,epoch [21/50] batch [40/50] time 0.248 (0.261) data 0.000 (0.006) loss 0.1003 (0.1589) acc 100.0000 (98.2031) data_term 0.0929 (0.1515) raw_kl_rep 22.9842 (22.7779) raw_kl_proj_rep 0.0000 (0.0000) kl_rep_term 0.0075 (0.0074) kl_proj_rep_term 0.0000 (0.0000) kl_term 0.0075 (0.0074) kl_normalizer 50.0000 (50.0000) kl_beta 0.3256 (0.3256) lr 6.8406e-04 eta 0:06:20
case_A,22,epoch [22/50] batch [20/50] time 0.252 (0.273) data 0.000 (0.017) loss 0.1106 (0.1399) acc 100.0000 (98.1250) data_term 0.1025 (0.1318) raw_kl_rep 23.2692 (23.1652) raw_kl_proj_rep 0.0000 (0.0000) kl_rep_term 0.0081 (0.0081) kl_proj_rep_term 0.0000 (0.0000) kl_term 0.0081 (0.0081) kl_normalizer 50.0000 (50.0000) kl_beta 0.3488 (0.3488) lr 6.5451e-04 eta 0:06:30
case_A,22,epoch [22/50] batch [40/50] time 0.248 (0.264) data 0.000 (0.008) loss 0.0853 (0.1518) acc 100.0000 (97.8906) data_term 0.0771 (0.1437) raw_kl_rep 23.4514 (23.2663) raw_kl_proj_rep 0.0000 (0.0000) kl_rep_term 0.0082 (0.0081) kl_proj_rep_term 0.0000 (0.0000) kl_term 0.0082 (0.0081) kl_normalizer 50.0000 (50.0000) kl_beta 0.3488 (0.3488) lr 6.5451e-04 eta 0:06:12
case_A,23,epoch [23/50] batch [20/50] time 0.254 (0.269) data 0.000 (0.010) loss 0.1131 (0.1309) acc 100.0000 (98.5938) data_term 0.1043 (0.1222) raw_kl_rep 23.7294 (23.6215) raw_kl_proj_rep 0.0000 (0.0000) kl_rep_term 0.0088 (0.0088) kl_proj_rep_term 0.0000 (0.0000) kl_term 0.0088 (0.0088) kl_normalizer 50.0000 (50.0000) kl_beta 0.3721 (0.3721) lr 6.2434e-04 eta 0:06:11
case_A,23,epoch [23/50] batch [40/50] time 0.239 (0.262) data 0.000 (0.005) loss 0.1147 (0.1432) acc 100.0000 (98.5938) data_term 0.1058 (0.1344) raw_kl_rep 23.8330 (23.7066) raw_kl_proj_rep 0.0000 (0.0000) kl_rep_term 0.0089 (0.0088) kl_proj_rep_term 0.0000 (0.0000) kl_term 0.0089 (0.0088) kl_normalizer 50.0000 (50.0000) kl_beta 0.3721 (0.3721) lr 6.2434e-04 eta 0:05:56
case_A,24,epoch [24/50] batch [20/50] time 0.264 (0.269) data 0.000 (0.011) loss 0.1310 (0.1737) acc 96.8750 (97.5000) data_term 0.1215 (0.1642) raw_kl_rep 24.1437 (24.0453) raw_kl_proj_rep 0.0000 (0.0000) kl_rep_term 0.0095 (0.0095) kl_proj_rep_term 0.0000 (0.0000) kl_term 0.0095 (0.0095) kl_normalizer 50.0000 (50.0000) kl_beta 0.3953 (0.3953) lr 5.9369e-04 eta 0:05:57
