case_name,method,eval_mode,logits_rep_agree,logits_fusion_agree,rep_fusion_agree,all_three_agree
case_A,BayesMMRL,standard,0.8194554448127747,0.9151467084884644,0.8905630707740784,0.8194554448127747
case_A,BayesMMRL,posterior_mean,0.816547691822052,0.9169970750808716,0.8834258317947388,0.816547691822052
case_A,BayesMMRL,mc_prob_mean_probs,0.8265926241874695,0.9193761348724365,0.8945281505584717,0.8265926241874695
case_A,BayesMMRL,mc_logit_mean,0.8260639905929565,0.9201691746711731,0.8937351107597351,0.8260639905929565
case_A,BayesMMRL,mc_majority_vote_pred,0.8271213173866272,0.9199048280715942,0.8929421305656433,0.8268569707870483
case_B,MMRL,standard,0.8334655165672302,0.9291567802429199,0.8897700309753418,0.8334655165672302
