pair_name,difficulty_group,n,MMRL_acc,Bayes_acc,Bayes_conf,Bayes_MI,sample_agreement,harmful_flip_rate,beneficial_flip_rate
case_B__VS__case_A,easy_mmrl_correct_high_conf,946,1.0,1.0,0.9984439015388489,0.0007579459343105555,0.9999471306800842,0.0,0.0
case_B__VS__case_A,hard_mmrl_wrong_or_low_margin,1033,0.5372700691223145,0.5227492451667786,0.6502532362937927,0.08405996114015579,0.8512585163116455,0.11132623255252838,0.09680542349815369
case_B__VS__case_A,ambiguous_high_MI,946,0.6183932423591614,0.6004228591918945,0.6234228014945984,0.10374154150485992,0.8356237411499023,0.10782241076231003,0.08985200524330139
case_B__VS__case_A,all,3783,0.8736452460289001,0.8667724132537842,0.8765201568603516,0.030877375975251198,0.954890251159668,0.033306900411844254,0.026434047147631645
