case_name,method,eval_mode,logits_rep_agree,logits_fusion_agree,rep_fusion_agree,all_three_agree
case_A,BayesMMRL,standard,0.9651115536689758,0.9809330701828003,0.9837728142738342,0.9651115536689758
case_A,BayesMMRL,posterior_mean,0.9488843679428101,0.974442183971405,0.972819447517395,0.9488843679428101
case_A,BayesMMRL,mc_prob_mean_probs,0.9606490731239319,0.9784989953041077,0.9821500778198242,0.9606490731239319
case_A,BayesMMRL,mc_logit_mean,0.9610547423362732,0.978904664516449,0.9821500778198242,0.9610547423362732
case_A,BayesMMRL,mc_majority_vote_pred,0.959432065486908,0.978904664516449,0.980527400970459,0.959432065486908
case_B,MMRL,standard,0.9671399593353271,0.9853955507278442,0.9809330701828003,0.9671399593353271
