pair_name,bayes_mode,variant,alpha_used,n,acc,macro_f1,ECE,NLL,Brier,conf_mean,entropy_mean,margin_mean
case_B__VS__case_A,posterior_mean,MMRL_main+MMRL_rep,0.7,2465,0.9699797034263611,0.954913897162679,0.014354371465742588,0.10347294062376022,0.04968906193971634,0.9767982363700867,0.07319974899291992,0.9585826396942139
case_B__VS__case_A,posterior_mean,Bayes_main+Bayes_rep,0.7,2465,0.9614604711532593,0.9424736378359968,0.009080182760953903,0.09870068728923798,0.05194439738988876,0.9679098129272461,0.09538201242685318,0.9418030977249146
case_B__VS__case_A,posterior_mean,MMRL_main+Bayes_rep,0.7,2465,0.9667342901229858,0.9497106696260629,0.011096698231995106,0.09297490119934082,0.04729104042053223,0.9758427739143372,0.0716700330376625,0.9559201598167419
case_B__VS__case_A,posterior_mean,Bayes_main+MMRL_rep,0.7,2465,0.9651115536689758,0.9483196089527339,0.01010766252875328,0.10048779845237732,0.05090842768549919,0.9709957838058472,0.09204300493001938,0.948060929775238
case_B__VS__case_A,mc_logit_mean,MMRL_main+MMRL_rep,0.7,2465,0.9699797034263611,0.954913897162679,0.014354371465742588,0.10347294062376022,0.04968906193971634,0.9767982363700867,0.07319974899291992,0.9585826396942139
case_B__VS__case_A,mc_logit_mean,Bayes_main+Bayes_rep,0.7,2465,0.9675456285476685,0.9510939744076795,0.008208968676626682,0.08785911649465561,0.045801833271980286,0.9674402475357056,0.09476815909147263,0.9402569532394409
case_B__VS__case_A,mc_logit_mean,MMRL_main+Bayes_rep,0.7,2465,0.9695740342140198,0.9540564775471359,0.008414545096457005,0.08946766704320908,0.04528060555458069,0.974661648273468,0.07712739706039429,0.9539452791213989
case_B__VS__case_A,mc_logit_mean,Bayes_main+MMRL_rep,0.7,2465,0.9699797034263611,0.9553724796331988,0.011002350598573685,0.09501536190509796,0.047809455543756485,0.9722273945808411,0.08526502549648285,0.9498466849327087
