pair_name,model_label,method,eval_mode,branch,branch_cn,score,score_cn,score_family,coverage,n_total,n_keep,n_reject,full_accuracy,retained_accuracy,accuracy_gain_vs_full,full_error_rate,retained_error_rate,rejected_error_rate
case_B__VS__case_A,MMRL,MMRL,standard,rep,表示增强分支,one_minus_probability_margin,低决策间隔,普通概率分数,0.8,3783,3026,757,0.8236849061591329,0.9173826834104428,0.0936977772513099,0.17631509384086705,0.08261731658955718,0.5508586525759577
case_B__VS__case_A,MMRL,MMRL,standard,rep,表示增强分支,one_minus_probability_margin,低决策间隔,普通概率分数,0.7,3783,2648,1135,0.8236849061591329,0.9505287009063444,0.12684379474721152,0.17631509384086705,0.04947129909365559,0.4722466960352423
case_B__VS__case_A,MMRL,MMRL,standard,rep,表示增强分支,one_minus_probability_margin,低决策间隔,普通概率分数,0.6,3783,2270,1513,0.8236849061591329,0.9704845814977974,0.14679967533866445,0.17631509384086705,0.029515418502202642,0.3965631196298744
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,one_minus_confidence,低置信度,普通概率分数,1.0,3783,3783,0,0.8400740153317473,0.8400740153317473,0.0,0.1599259846682527,0.1599259846682527,
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,one_minus_confidence,低置信度,普通概率分数,0.98,3783,3707,76,0.8400740153317473,0.851362287564068,0.01128827223232065,0.1599259846682527,0.14863771243593202,0.7105263157894737
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,one_minus_confidence,低置信度,普通概率分数,0.95,3783,3594,189,0.8400740153317473,0.8672787979966611,0.027204782664913774,0.1599259846682527,0.1327212020033389,0.6772486772486772
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,one_minus_confidence,低置信度,普通概率分数,0.9,3783,3405,378,0.8400740153317473,0.88928046989721,0.04920645456546269,0.1599259846682527,0.11071953010279001,0.6031746031746031
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,one_minus_confidence,低置信度,普通概率分数,0.85,3783,3216,567,0.8400740153317473,0.9110696517412935,0.0709956364095462,0.1599259846682527,0.08893034825870647,0.562610229276896
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,one_minus_confidence,低置信度,普通概率分数,0.8,3783,3026,757,0.8400740153317473,0.9289491077329808,0.08887509240123348,0.1599259846682527,0.07105089226701916,0.5151915455746368
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,one_minus_confidence,低置信度,普通概率分数,0.7,3783,2648,1135,0.8400740153317473,0.9580815709969789,0.11800755566523158,0.1599259846682527,0.041918429003021146,0.4352422907488987
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,one_minus_confidence,低置信度,普通概率分数,0.6,3783,2270,1513,0.8400740153317473,0.9722466960352423,0.13217268070349497,0.1599259846682527,0.027753303964757708,0.3582286847323199
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,predictive_entropy,预测熵,普通概率分数,1.0,3783,3783,0,0.8400740153317473,0.8400740153317473,0.0,0.1599259846682527,0.1599259846682527,
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,predictive_entropy,预测熵,普通概率分数,0.98,3783,3707,76,0.8400740153317473,0.8516320474777448,0.011558032145997488,0.1599259846682527,0.14836795252225518,0.7236842105263158
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,predictive_entropy,预测熵,普通概率分数,0.95,3783,3594,189,0.8400740153317473,0.8683917640511964,0.028317748719449143,0.1599259846682527,0.13160823594880355,0.6984126984126984
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,predictive_entropy,预测熵,普通概率分数,0.9,3783,3405,378,0.8400740153317473,0.8904552129221732,0.05038119759042592,0.1599259846682527,0.10954478707782672,0.6137566137566137
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,predictive_entropy,预测熵,普通概率分数,0.85,3783,3216,567,0.8400740153317473,0.9123134328358209,0.07223941750407359,0.1599259846682527,0.08768656716417911,0.5696649029982364
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,predictive_entropy,预测熵,普通概率分数,0.8,3783,3026,757,0.8400740153317473,0.9296100462656973,0.08953603093395002,0.1599259846682527,0.07038995373430271,0.5178335535006605
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,predictive_entropy,预测熵,普通概率分数,0.7,3783,2648,1135,0.8400740153317473,0.9595921450151057,0.1195181296833584,0.1599259846682527,0.040407854984894256,0.43876651982378856
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,predictive_entropy,预测熵,普通概率分数,0.6,3783,2270,1513,0.8400740153317473,0.9731277533039647,0.13305373797221742,0.1599259846682527,0.026872246696035242,0.3595505617977528
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,one_minus_probability_margin,低决策间隔,普通概率分数,1.0,3783,3783,0,0.8400740153317473,0.8400740153317473,0.0,0.1599259846682527,0.1599259846682527,
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,one_minus_probability_margin,低决策间隔,普通概率分数,0.98,3783,3707,76,0.8400740153317473,0.8494739681683302,0.009399952836582903,0.1599259846682527,0.15052603183166982,0.618421052631579
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,one_minus_probability_margin,低决策间隔,普通概率分数,0.95,3783,3594,189,0.8400740153317473,0.8639398998330551,0.023865884501307777,0.1599259846682527,0.13606010016694492,0.6137566137566137
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,one_minus_probability_margin,低决策间隔,普通概率分数,0.9,3783,3405,378,0.8400740153317473,0.8857562408223201,0.04568222549057277,0.1599259846682527,0.11424375917767988,0.5714285714285714
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,one_minus_probability_margin,低决策间隔,普通概率分数,0.85,3783,3216,567,0.8400740153317473,0.9045398009950248,0.06446578566327754,0.1599259846682527,0.09546019900497513,0.5255731922398589
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,one_minus_probability_margin,低决策间隔,普通概率分数,0.8,3783,3026,757,0.8400740153317473,0.9302709847984137,0.09019696946666644,0.1599259846682527,0.06972901520158625,0.5204755614266843
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,one_minus_probability_margin,低决策间隔,普通概率分数,0.7,3783,2648,1135,0.8400740153317473,0.9561933534743202,0.11611933814257291,0.1599259846682527,0.04380664652567976,0.43083700440528633
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,one_minus_probability_margin,低决策间隔,普通概率分数,0.6,3783,2270,1513,0.8400740153317473,0.9726872246696036,0.13261320933785625,0.1599259846682527,0.027312775330396475,0.3588896232650364
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,mutual_information,互信息,Bayes采样分数,1.0,3783,3783,0,0.8400740153317473,0.8400740153317473,0.0,0.1599259846682527,0.1599259846682527,
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,mutual_information,互信息,Bayes采样分数,0.98,3783,3707,76,0.8400740153317473,0.8519018073914216,0.011827792059674325,0.1599259846682527,0.14809819260857837,0.7368421052631579
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,mutual_information,互信息,Bayes采样分数,0.95,3783,3594,189,0.8400740153317473,0.8664440734557596,0.026370058124012274,0.1599259846682527,0.1335559265442404,0.6613756613756614
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,mutual_information,互信息,Bayes采样分数,0.9,3783,3405,378,0.8400740153317473,0.8889867841409692,0.04891276880922191,0.1599259846682527,0.11101321585903083,0.6005291005291006
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,mutual_information,互信息,Bayes采样分数,0.85,3783,3216,567,0.8400740153317473,0.9064054726368159,0.06633145730506862,0.1599259846682527,0.09359452736318408,0.5361552028218695
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,mutual_information,互信息,Bayes采样分数,0.8,3783,3026,757,0.8400740153317473,0.9196959682749505,0.07962195294320318,0.1599259846682527,0.08030403172504957,0.47820343461030385
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,mutual_information,互信息,Bayes采样分数,0.7,3783,2648,1135,0.8400740153317473,0.9505287009063444,0.11045468557459714,0.1599259846682527,0.04947129909365559,0.41762114537444933
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,mutual_information,互信息,Bayes采样分数,0.6,3783,2270,1513,0.8400740153317473,0.9700440528634361,0.1299700375316888,0.1599259846682527,0.029955947136563875,0.3549239920687376
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,variation_ratio,投票分歧率,Bayes采样分数,1.0,3783,3783,0,0.8400740153317473,0.8400740153317473,0.0,0.1599259846682527,0.1599259846682527,
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,variation_ratio,投票分歧率,Bayes采样分数,0.98,3783,3707,76,0.8400740153317473,0.8516320474777448,0.011558032145997488,0.1599259846682527,0.14836795252225518,0.7236842105263158
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,variation_ratio,投票分歧率,Bayes采样分数,0.95,3783,3594,189,0.8400740153317473,0.867557039510295,0.027483024178547644,0.1599259846682527,0.13244296048970505,0.6825396825396826
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,variation_ratio,投票分歧率,Bayes采样分数,0.9,3783,3405,378,0.8400740153317473,0.8863436123348017,0.04626959700305444,0.1599259846682527,0.11365638766519824,0.5767195767195767
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,variation_ratio,投票分歧率,Bayes采样分数,0.85,3783,3216,567,0.8400740153317473,0.9054726368159204,0.06539862148417308,0.1599259846682527,0.0945273631840796,0.5308641975308642
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,variation_ratio,投票分歧率,Bayes采样分数,0.8,3783,3026,757,0.8400740153317473,0.9256444150693985,0.08557039973765124,0.1599259846682527,0.07435558493060146,0.5019815059445178
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,variation_ratio,投票分歧率,Bayes采样分数,0.7,3783,2648,1135,0.8400740153317473,0.952416918429003,0.1123429030972557,0.1599259846682527,0.04758308157099698,0.4220264317180617
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,variation_ratio,投票分歧率,Bayes采样分数,0.6,3783,2270,1513,0.8400740153317473,0.9577092511013215,0.11763523576957424,0.1599259846682527,0.04229074889867841,0.3364177131526768
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,vote_entropy,投票熵,Bayes采样分数,1.0,3783,3783,0,0.8400740153317473,0.8400740153317473,0.0,0.1599259846682527,0.1599259846682527,
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,vote_entropy,投票熵,Bayes采样分数,0.98,3783,3707,76,0.8400740153317473,0.8524413272187753,0.012367311887027999,0.1599259846682527,0.1475586727812247,0.7631578947368421
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,vote_entropy,投票熵,Bayes采样分数,0.95,3783,3594,189,0.8400740153317473,0.865887590428492,0.025813575096744645,0.1599259846682527,0.13411240957150808,0.6507936507936508
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,vote_entropy,投票熵,Bayes采样分数,0.9,3783,3405,378,0.8400740153317473,0.88928046989721,0.04920645456546269,0.1599259846682527,0.11071953010279001,0.6031746031746031
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,vote_entropy,投票熵,Bayes采样分数,0.85,3783,3216,567,0.8400740153317473,0.9079601990049752,0.06788618367322785,0.1599259846682527,0.09203980099502487,0.544973544973545
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,vote_entropy,投票熵,Bayes采样分数,0.8,3783,3026,757,0.8400740153317473,0.926305353602115,0.08623133827036766,0.1599259846682527,0.07369464639788499,0.5046235138705416
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,vote_entropy,投票熵,Bayes采样分数,0.7,3783,2648,1135,0.8400740153317473,0.952416918429003,0.1123429030972557,0.1599259846682527,0.04758308157099698,0.4220264317180617
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,vote_entropy,投票熵,Bayes采样分数,0.6,3783,2270,1513,0.8400740153317473,0.9577092511013215,0.11763523576957424,0.1599259846682527,0.04229074889867841,0.3364177131526768
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,logit_variance,类别打分方差,Bayes采样分数,1.0,3783,3783,0,0.8400740153317473,0.8400740153317473,0.0,0.1599259846682527,0.1599259846682527,
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,logit_variance,类别打分方差,Bayes采样分数,0.98,3783,3707,76,0.8400740153317473,0.8432694901537632,0.0031954748220158757,0.1599259846682527,0.15673050984623685,0.3157894736842105
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,logit_variance,类别打分方差,Bayes采样分数,0.95,3783,3594,189,0.8400740153317473,0.8469671675013912,0.0068931521696439235,0.1599259846682527,0.1530328324986088,0.291005291005291
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,logit_variance,类别打分方差,Bayes采样分数,0.9,3783,3405,378,0.8400740153317473,0.8505139500734215,0.01043993474167415,0.1599259846682527,0.14948604992657857,0.25396825396825395
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,logit_variance,类别打分方差,Bayes采样分数,0.85,3783,3216,567,0.8400740153317473,0.8532338308457711,0.013159815514023787,0.1599259846682527,0.14676616915422885,0.2345679012345679
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,logit_variance,类别打分方差,Bayes采样分数,0.8,3783,3026,757,0.8400740153317473,0.855584930601454,0.015510915269706715,0.1599259846682527,0.14441506939854593,0.22192866578599735
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,logit_variance,类别打分方差,Bayes采样分数,0.7,3783,2648,1135,0.8400740153317473,0.8598942598187311,0.01982024448698383,0.1599259846682527,0.1401057401812689,0.20616740088105726
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,rep,表示增强分支,logit_variance,类别打分方差,Bayes采样分数,0.6,3783,2270,1513,0.8400740153317473,0.8687224669603524,0.028648451628605076,0.1599259846682527,0.13127753303964756,0.2029081295439524
case_B__VS__case_A,MMRL,MMRL,standard,fusion,融合分支,one_minus_confidence,低置信度,普通概率分数,1.0,3783,3783,0,0.8736452550885541,0.8736452550885541,0.0,0.12635474491144594,0.12635474491144594,
case_B__VS__case_A,MMRL,MMRL,standard,fusion,融合分支,one_minus_confidence,低置信度,普通概率分数,0.98,3783,3707,76,0.8736452550885541,0.8877798759104397,0.014134620821885657,0.12635474491144594,0.1122201240895603,0.8157894736842105
case_B__VS__case_A,MMRL,MMRL,standard,fusion,融合分支,one_minus_confidence,低置信度,普通概率分数,0.95,3783,3594,189,0.8736452550885541,0.9056761268781303,0.0320308717895762,0.12635474491144594,0.09432387312186978,0.7354497354497355
case_B__VS__case_A,MMRL,MMRL,standard,fusion,融合分支,one_minus_confidence,低置信度,普通概率分数,0.9,3783,3405,378,0.8736452550885541,0.9283406754772393,0.054695420388685245,0.12635474491144594,0.07165932452276065,0.6190476190476191
case_B__VS__case_A,MMRL,MMRL,standard,fusion,融合分支,one_minus_confidence,低置信度,普通概率分数,0.85,3783,3216,567,0.8736452550885541,0.9446517412935324,0.07100648620497829,0.12635474491144594,0.05534825870646766,0.5291005291005291
case_B__VS__case_A,MMRL,MMRL,standard,fusion,融合分支,one_minus_confidence,低置信度,普通概率分数,0.8,3783,3026,757,0.8736452550885541,0.9596827495042961,0.08603749441574204,0.12635474491144594,0.0403172504957039,0.4702774108322325
case_B__VS__case_A,MMRL,MMRL,standard,fusion,融合分支,one_minus_confidence,低置信度,普通概率分数,0.7,3783,2648,1135,0.8736452550885541,0.9777190332326284,0.10407377814407437,0.12635474491144594,0.0222809667673716,0.36916299559471366
case_B__VS__case_A,MMRL,MMRL,standard,fusion,融合分支,one_minus_confidence,低置信度,普通概率分数,0.6,3783,2270,1513,0.8736452550885541,0.9894273127753304,0.1157820576867763,0.12635474491144594,0.010572687224669603,0.30006609385327165
case_B__VS__case_A,MMRL,MMRL,standard,fusion,融合分支,predictive_entropy,预测熵,普通概率分数,1.0,3783,3783,0,0.8736452550885541,0.8736452550885541,0.0,0.12635474491144594,0.12635474491144594,
case_B__VS__case_A,MMRL,MMRL,standard,fusion,融合分支,predictive_entropy,预测熵,普通概率分数,0.98,3783,3707,76,0.8736452550885541,0.8880496358241166,0.014404380735562494,0.12635474491144594,0.11195036417588346,0.8289473684210527
case_B__VS__case_A,MMRL,MMRL,standard,fusion,融合分支,predictive_entropy,预测熵,普通概率分数,0.95,3783,3594,189,0.8736452550885541,0.9056761268781303,0.0320308717895762,0.12635474491144594,0.09432387312186978,0.7354497354497355
case_B__VS__case_A,MMRL,MMRL,standard,fusion,融合分支,predictive_entropy,预测熵,普通概率分数,0.9,3783,3405,378,0.8736452550885541,0.9259911894273127,0.05234593433875867,0.12635474491144594,0.07400881057268723,0.5978835978835979
case_B__VS__case_A,MMRL,MMRL,standard,fusion,融合分支,predictive_entropy,预测熵,普通概率分数,0.85,3783,3216,567,0.8736452550885541,0.943407960199005,0.0697627051104509,0.12635474491144594,0.056592039800995024,0.5220458553791887
case_B__VS__case_A,MMRL,MMRL,standard,fusion,融合分支,predictive_entropy,预测熵,普通概率分数,0.8,3783,3026,757,0.8736452550885541,0.9613350958360872,0.08768984074753317,0.12635474491144594,0.03866490416391276,0.47688243064729197
case_B__VS__case_A,MMRL,MMRL,standard,fusion,融合分支,predictive_entropy,预测熵,普通概率分数,0.7,3783,2648,1135,0.8736452550885541,0.9792296072507553,0.10558435216220119,0.12635474491144594,0.020770392749244714,0.3726872246696035
case_B__VS__case_A,MMRL,MMRL,standard,fusion,融合分支,predictive_entropy,预测熵,普通概率分数,0.6,3783,2270,1513,0.8736452550885541,0.9894273127753304,0.1157820576867763,0.12635474491144594,0.010572687224669603,0.30006609385327165
case_B__VS__case_A,MMRL,MMRL,standard,fusion,融合分支,one_minus_probability_margin,低决策间隔,普通概率分数,1.0,3783,3783,0,0.8736452550885541,0.8736452550885541,0.0,0.12635474491144594,0.12635474491144594,
case_B__VS__case_A,MMRL,MMRL,standard,fusion,融合分支,one_minus_probability_margin,低决策间隔,普通概率分数,0.98,3783,3707,76,0.8736452550885541,0.884272997032641,0.010627741944086888,0.12635474491144594,0.11572700296735905,0.6447368421052632
case_B__VS__case_A,MMRL,MMRL,standard,fusion,融合分支,one_minus_probability_margin,低决策间隔,普通概率分数,0.95,3783,3594,189,0.8736452550885541,0.9017807456872565,0.02813549059870246,0.12635474491144594,0.09821925431274346,0.6613756613756614
case_B__VS__case_A,MMRL,MMRL,standard,fusion,融合分支,one_minus_probability_margin,低决策间隔,普通概率分数,0.9,3783,3405,378,0.8736452550885541,0.9242290748898678,0.05058381980131377,0.12635474491144594,0.07577092511013216,0.582010582010582
case_B__VS__case_A,MMRL,MMRL,standard,fusion,融合分支,one_minus_probability_margin,低决策间隔,普通概率分数,0.85,3783,3216,567,0.8736452550885541,0.9440298507462687,0.0703845956577146,0.12635474491144594,0.055970149253731345,0.5255731922398589
case_B__VS__case_A,MMRL,MMRL,standard,fusion,融合分支,one_minus_probability_margin,低决策间隔,普通概率分数,0.8,3783,3026,757,0.8736452550885541,0.9593522802379378,0.08570702514938378,0.12635474491144594,0.04064771976206213,0.46895640686922063
case_B__VS__case_A,MMRL,MMRL,standard,fusion,融合分支,one_minus_probability_margin,低决策间隔,普通概率分数,0.7,3783,2648,1135,0.8736452550885541,0.9765861027190332,0.10294084763047917,0.12635474491144594,0.023413897280966767,0.36651982378854625
case_B__VS__case_A,MMRL,MMRL,standard,fusion,融合分支,one_minus_probability_margin,低决策间隔,普通概率分数,0.6,3783,2270,1513,0.8736452550885541,0.9881057268722467,0.11446047178369267,0.12635474491144594,0.011894273127753305,0.29808327825512226
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,one_minus_confidence,低置信度,普通概率分数,1.0,3783,3783,0,0.8667724028548771,0.8667724028548771,0.0,0.13322759714512292,0.13322759714512292,
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,one_minus_confidence,低置信度,普通概率分数,0.98,3783,3707,76,0.8667724028548771,0.8788777987591044,0.012105395904227323,0.13322759714512292,0.12112220124089561,0.7236842105263158
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,one_minus_confidence,低置信度,普通概率分数,0.95,3783,3594,189,0.8667724028548771,0.894268224819143,0.02749582196426592,0.13322759714512292,0.10573177518085698,0.656084656084656
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,one_minus_confidence,低置信度,普通概率分数,0.9,3783,3405,378,0.8667724028548771,0.9171806167400881,0.050408213885210995,0.13322759714512292,0.0828193832599119,0.5873015873015873
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,one_minus_confidence,低置信度,普通概率分数,0.85,3783,3216,567,0.8667724028548771,0.9371890547263682,0.07041665187149104,0.13322759714512292,0.06281094527363185,0.5326278659611993
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,one_minus_confidence,低置信度,普通概率分数,0.8,3783,3026,757,0.8667724028548771,0.9524124256444151,0.08564002278953797,0.13322759714512292,0.04758757435558493,0.47556142668428003
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,one_minus_confidence,低置信度,普通概率分数,0.7,3783,2648,1135,0.8667724028548771,0.9758308157099698,0.10905841285509266,0.13322759714512292,0.02416918429003021,0.3876651982378855
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,one_minus_confidence,低置信度,普通概率分数,0.6,3783,2270,1513,0.8667724028548771,0.9889867841409692,0.12221438128609208,0.13322759714512292,0.011013215859030838,0.3165895571711831
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,predictive_entropy,预测熵,普通概率分数,1.0,3783,3783,0,0.8667724028548771,0.8667724028548771,0.0,0.13322759714512292,0.13322759714512292,
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,predictive_entropy,预测熵,普通概率分数,0.98,3783,3707,76,0.8667724028548771,0.8794173185864581,0.012644915731580997,0.13322759714512292,0.12058268141354195,0.75
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,predictive_entropy,预测熵,普通概率分数,0.95,3783,3594,189,0.8667724028548771,0.8931552587646077,0.02638285590973055,0.13322759714512292,0.10684474123539232,0.6349206349206349
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,predictive_entropy,预测熵,普通概率分数,0.9,3783,3405,378,0.8667724028548771,0.915712187958884,0.04893978510400687,0.13322759714512292,0.084287812041116,0.5740740740740741
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,predictive_entropy,预测熵,普通概率分数,0.85,3783,3216,567,0.8667724028548771,0.9331467661691543,0.06637436331427715,0.13322759714512292,0.06685323383084577,0.5097001763668431
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,predictive_entropy,预测熵,普通概率分数,0.8,3783,3026,757,0.8667724028548771,0.950760079312624,0.08398767645774685,0.13322759714512292,0.04923992068737607,0.46895640686922063
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,predictive_entropy,预测熵,普通概率分数,0.7,3783,2648,1135,0.8667724028548771,0.9758308157099698,0.10905841285509266,0.13322759714512292,0.02416918429003021,0.3876651982378855
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,predictive_entropy,预测熵,普通概率分数,0.6,3783,2270,1513,0.8667724028548771,0.9885462555066079,0.1217738526517308,0.13322759714512292,0.01145374449339207,0.3159286186384666
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,one_minus_probability_margin,低决策间隔,普通概率分数,1.0,3783,3783,0,0.8667724028548771,0.8667724028548771,0.0,0.13322759714512292,0.13322759714512292,
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,one_minus_probability_margin,低决策间隔,普通概率分数,0.98,3783,3707,76,0.8667724028548771,0.8780685190180739,0.011296116163196812,0.13322759714512292,0.12193148098192609,0.6842105263157895
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,one_minus_probability_margin,低决策间隔,普通概率分数,0.95,3783,3594,189,0.8667724028548771,0.8920422927100723,0.025269889855195182,0.13322759714512292,0.10795770728992765,0.6137566137566137
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,one_minus_probability_margin,低决策间隔,普通概率分数,0.9,3783,3405,378,0.8667724028548771,0.9142437591776799,0.04747135632280275,0.13322759714512292,0.08575624082232011,0.5608465608465608
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,one_minus_probability_margin,低决策间隔,普通概率分数,0.85,3783,3216,567,0.8667724028548771,0.9359452736318408,0.06917287077696366,0.13322759714512292,0.0640547263681592,0.5255731922398589
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,one_minus_probability_margin,低决策间隔,普通概率分数,0.8,3783,3026,757,0.8667724028548771,0.949438202247191,0.08266579939231389,0.13322759714512292,0.05056179775280899,0.46367239101717306
case_B__VS__case_A,BayesMMRL,BayesMMRL,mc_prob_mean_probs,fusion,融合分支,one_minus_probability_margin,低决策间隔,普通概率分数,0.7,3783,2648,1135,0.8667724028548771,0.9735649546827795,0.10679255182790237,0.13322759714512292,0.026435045317220542,0.38237885462555066
