pair_name,class_or_text_index,text_cosine,text_angle_deg,text_shift_norm
case_B__VS__case_A,326,0.9421603083610535,19.58242449774223,0.34011682868003845
case_B__VS__case_A,327,0.9538706541061401,17.47068994343373,0.30374136567115784
case_B__VS__case_A,328,0.9750097393989563,12.836056584193296,0.22356344759464264
case_B__VS__case_A,329,0.9724109172821045,13.489934226252263,0.2349003553390503
case_B__VS__case_A,330,0.9485378861427307,18.46127715670616,0.32081833481788635
case_B__VS__case_A,331,0.9361386895179749,20.58710631460359,0.35738298296928406
case_B__VS__case_A,332,0.9013906717300415,25.6585287827349,0.4440929889678955
case_B__VS__case_A,333,0.9332956671714783,21.04548023210661,0.36525148153305054
case_B__VS__case_A,334,0.9504551291465759,18.111173138917323,0.3147849142551422
case_B__VS__case_A,335,0.9600028991699219,16.25961144706488,0.2828325033187866
case_B__VS__case_A,336,0.9563992023468018,16.981481651453898,0.2952989637851715
case_B__VS__case_A,337,0.9475382566452026,18.641299032039363,0.32391974329948425
case_B__VS__case_A,338,0.9528040289878845,17.67311676534923,0.3072330057621002
case_B__VS__case_A,339,0.947425901889801,18.661428099501368,0.3242660164833069
case_B__VS__case_A,340,0.9448513984680176,19.117067284186092,0.3321101665496826
case_B__VS__case_A,341,0.9400907754898071,19.93319344217623,0.3461480736732483
case_B__VS__case_A,342,0.9484570622444153,18.475895503855533,0.32107001543045044
case_B__VS__case_A,343,0.9562925100326538,17.00239965790306,0.295661062002182
case_B__VS__case_A,344,0.9512904286384583,17.956578960362325,0.312120258808136
case_B__VS__case_A,345,0.9490113258361816,18.375422277972753,0.319339394569397
case_B__VS__case_A,346,0.9459948539733887,18.9160023257637,0.3286493420600891
case_B__VS__case_A,347,0.9617904424667358,15.889721114037343,0.2764405310153961
case_B__VS__case_A,348,0.9452106952667236,19.05410875879232,0.3310266435146332
case_B__VS__case_A,349,0.9346223473548889,20.832782036962055,0.36160072684288025
case_B__VS__case_A,350,0.9418757557868958,19.63101063436559,0.34095221757888794
case_B__VS__case_A,351,0.9570088386535645,16.861473773888168,0.29322779178619385
case_B__VS__case_A,352,0.9608679413795471,16.081645550649384,0.27975744009017944
case_B__VS__case_A,353,0.9477292895317078,18.607026068592255,0.32332926988601685
case_B__VS__case_A,354,0.9229788184165955,22.6344750333833,0.3924824893474579
case_B__VS__case_A,355,0.9090821146965027,24.621186816775158,0.4264226257801056
case_B__VS__case_A,356,0.9398707747459412,19.970133966561775,0.346783310174942
case_B__VS__case_A,357,0.9541711807250977,17.413243731802563,0.30274996161460876
case_B__VS__case_A,358,0.9359225034713745,20.622303520201747,0.3579872250556946
case_B__VS__case_A,359,0.9441009759902954,19.247922170802767,0.33436229825019836
case_B__VS__case_A,360,0.9527262449264526,17.68779105028522,0.30748623609542847
case_B__VS__case_A,361,0.9690927863121033,14.282114803320258,0.2486247718334198
case_B__VS__case_A,362,0.8927525281906128,26.778807409679665,0.4631359577178955
case_B__VS__case_A,363,0.9369633793830872,20.452306657082698,0.35506805777549744
case_B__VS__case_A,364,0.9684873819351196,14.422050088566554,0.25104838609695435
case_B__VS__case_A,365,0.9659950137138367,14.984676062487246,0.26078739762306213
case_B__VS__case_A,366,0.9735466241836548,13.208096644064533,0.2300148904323578
case_B__VS__case_A,367,0.9637441039085388,15.475614631881298,0.26928043365478516
case_B__VS__case_A,368,0.9580443501472473,16.655708002487984,0.2896747589111328
case_B__VS__case_A,369,0.9735745191574097,13.201099878152469,0.22989365458488464
case_B__VS__case_A,370,0.9498941898345947,18.214277802545713,0.3165617883205414
case_B__VS__case_A,371,0.8955129384994507,26.42560868179546,0.4571368396282196
case_B__VS__case_A,372,0.9534465670585632,17.551445031833584,0.30513402819633484
case_B__VS__case_A,373,0.9549520611763,17.263111122379282,0.3001602590084076
case_B__VS__case_A,374,0.9467512369155884,18.781861059075656,0.3263396918773651
case_B__VS__case_A,375,0.9596229195594788,16.337188545625636,0.2841731905937195
case_B__VS__case_A,376,0.964324414730072,15.350511621809645,0.2671167552471161
case_B__VS__case_A,377,0.9528142809867859,17.671181803503845,0.3071994185447693
case_B__VS__case_A,378,0.9642173647880554,15.373664095447834,0.2675169110298157
case_B__VS__case_A,379,0.9192328453063965,23.185814407664047,0.4019133746623993
case_B__VS__case_A,380,0.971066415309906,13.816291659389615,0.24055643379688263
case_B__VS__case_A,381,0.9404677152633667,19.86974800922635,0.34505754709243774
case_B__VS__case_A,382,0.961299479007721,15.992144286492527,0.2782106101512909
case_B__VS__case_A,383,0.9678788781166077,14.561375191746977,0.25346067547798157
case_B__VS__case_A,384,0.9190013408660889,23.219481294058703,0.4024888575077057
case_B__VS__case_A,385,0.9363359212875366,20.554944761860522,0.3568305969238281
case_B__VS__case_A,386,0.9528971910476685,17.655525818488073,0.30692946910858154
case_B__VS__case_A,387,0.9454137086868286,19.01844659504656,0.3304128348827362
case_B__VS__case_A,388,0.8948218822479248,26.51443970314005,0.45864614844322205
case_B__VS__case_A,389,0.929165780544281,21.694853366901118,0.3763883709907532
