method,R_effective_rank,R_pairwise_cos_mean,acc_base,acc_rep,acc_fusion,img_ref_align,text_ref_align,margin_base,margin_rep,margin_fusion,posterior_sigma,mc_logit_std,mc_img_std,mc_text_std
MMRL,4.8959126472473145,-0.07239129394292831,96.59228920936584,95.86206674575806,96.71399593353271,0.9852854013442993,0.9866611361503601,6.729884147644043,9.390538215637207,7.971018314361572,,,,
BayesMMRL,4.953028202056885,-0.044173695147037506,96.59228920936584,95.90263962745667,96.55172228813171,0.9851553440093994,0.9877876043319702,6.719187259674072,9.279258728027344,7.937016487121582,0.06262669712305069,0.25146257877349854,0.0014371597208082676,0.0024255395401269197
