case_name,method,dataset,shots,seed,split,branch,n,PM_prob_agree,PM_logit_agree,PM_vote_agree,prob_logit_agree,prob_vote_agree,logit_vote_agree
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,logits,2465,0.9955375253549695,0.9955375253549695,0.9943204868154158,1.0,0.9979716024340771,0.9979716024340771
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,rep,2465,0.9959432048681541,0.9955375253549695,0.9951318458417849,0.9995943204868154,0.9983772819472616,0.9987829614604462
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,fusion,2465,0.9947261663286004,0.9947261663286004,0.9943204868154158,1.0,0.9971602434077079,0.9971602434077079
MMRL_caltech101_16shot_seed1,MMRL,caltech101,16,1,test,logits,2465,1.0,1.0,1.0,1.0,1.0,1.0
MMRL_caltech101_16shot_seed1,MMRL,caltech101,16,1,test,rep,2465,1.0,1.0,1.0,1.0,1.0,1.0
MMRL_caltech101_16shot_seed1,MMRL,caltech101,16,1,test,fusion,2465,1.0,1.0,1.0,1.0,1.0,1.0
