case_name,method,dataset,shots,seed,split,n,PM_logits_rep_agree,PM_logits_rep_agree_count,PM_logits_fusion_agree,PM_logits_fusion_agree_count,PM_rep_fusion_agree,PM_rep_fusion_agree_count,PM_all_three_agree,PM_all_three_agree_count,fusion_correct_others_wrong,fusion_correct_others_wrong_count,fusion_wrong_logits_correct,fusion_wrong_logits_correct_count,fusion_wrong_rep_correct,fusion_wrong_rep_correct_count,fusion_wrong_any_branch_correct,fusion_wrong_any_branch_correct_count
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,2465,0.9610547667342799,2369,0.9858012170385395,2430,0.9744421906693712,2402,0.9610547667342799,2369,0.00040567951318458417,1,0.00486815415821501,12,0.006490872210953347,16,0.011359026369168357,28
MMRL_caltech101_16shot_seed1,MMRL,caltech101,16,1,test,2465,0.9671399594320487,2384,0.9853955375253549,2429,0.9809330628803246,2418,0.9671399594320487,2384,0.00040567951318458417,1,0.004056795131845842,10,0.004056795131845842,10,0.008113590263691683,20
