case_name,method,dataset,shots,seed,split,class_id,count,PM_logits_acc,MC_logits_MI,PM_logits_conf,PM_rep_acc,MC_rep_MI,PM_rep_conf,PM_fusion_acc,MC_fusion_MI,PM_fusion_conf
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,18,36,1.0,0.002106798088384999,0.977155327796936,1.0,0.00012727671128232032,0.998333012064298,1.0,0.00018582231779065396,0.9966220772928662
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,19,14,1.0,0.0029603076202745016,0.9775517753192356,1.0,0.005680022235080985,0.9883925999913897,1.0,0.0022831994774605846,0.988725836787905
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,20,17,1.0,0.001867099226835896,0.9936113392605501,1.0,0.0003785561917431872,0.9991340637207031,1.0,0.0007410372490994632,0.9978604982880985
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,21,19,0.631578947368421,0.016632704358351857,0.7084983367668954,0.47368421052631576,0.017535563399034896,0.8630524497283133,0.47368421052631576,0.01309502105179586,0.7659648688215959
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,22,32,0.96875,0.0030501687178912107,0.9675061460584402,1.0,0.00012632798689082847,0.9994231332093477,1.0,0.0010853031799342716,0.9885392524302006
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,23,14,1.0,0.007346739526838064,0.9082259344203132,1.0,0.009003641668251865,0.9643983159746442,1.0,0.0058949046568678954,0.9450423674924033
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,24,21,0.9047619047619048,0.004087542981973716,0.9236504208473932,0.9523809523809523,0.0035924070439791863,0.986767277831123,0.9047619047619048,0.0026649891931031433,0.9571175291424706
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,25,22,0.9090909090909091,0.01524663149294528,0.9332595223730261,0.8636363636363636,0.020576114195137052,0.9702732535925779,0.9090909090909091,0.011885320069268346,0.9643904214555566
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,26,21,0.6666666666666666,0.019855858314604985,0.8922786769412813,0.6666666666666666,0.034751203207720426,0.9122510552406311,0.6666666666666666,0.01848134318632739,0.9091910223166147
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,27,15,1.0,0.010597754766543706,0.8976235787073771,0.8666666666666667,0.022643789761544516,0.9163662552833557,1.0,0.010990339455505212,0.9075577775637309
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,28,15,0.5333333333333333,0.018628079692522684,0.7668486754099528,0.6,0.04229099901858717,0.8942477822303772,0.6,0.018363545338312786,0.8362594366073608
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,29,18,0.8888888888888888,0.003994721815817886,0.9341507620281644,0.9444444444444444,0.0029008901730978526,0.9672119816144308,0.8888888888888888,0.0025903722918074992,0.9410723480913374
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,30,20,1.0,0.00010019754990935326,0.9982265651226043,1.0,0.00044997978288847663,0.9994420677423477,1.0,1.2679441715590655e-05,0.9998599827289582
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,31,16,1.0,0.0002910460316343233,0.9959460683166981,1.0,0.00452620038793583,0.9874148480594158,1.0,0.0004917015439787065,0.9953171871602535
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,32,20,1.0,0.003655164421070367,0.9620474457740784,1.0,0.0033929174242075533,0.9954111814498902,1.0,0.0033454279488069004,0.9798240453004837
